0 
//Type 	 Slot 	 Skill 	 Width 	 Height 	 HaveSerial 	 HaveOption 	 DropItem 	 Name 						Level 	 DamageMin 	 DamageMax 	 AttackSpeed 	 Durability 	 MagicDurability 	 MagicDamageRate 	 ReqLevel 	 ReqStrength 	 ReqDexterity 	 ReqEnergy 	 ReqVitality 	 ReqLeadership 	DW 	 DK 	 FE 	 MG 	 DL 	 SU 	 RF 	 GL 	 RW 	 SL 	 GC
40 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Red Wing Pants"				53 	 22 		 0 		 42 		 0 		 35 		 7 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
41 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Ancient Pants"				72 	 28 		 0 		 54 		 0 		 49 		 16 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
42 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Demonic Pants"				86 	 37 		 0 		 67 		 0 		 60 		 20 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 
43 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Storm Blitz Pants"				117 	 49 		 0 		 75 		 380 		 57 		 19 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 
44 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Eternal Wing Pants"				122 	 41 		 0 		 86 		 380 		 62 		 20 		 170 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 2 	 0 	 0 	 0 	 0 	 0 
45 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Titan  Pants"					116 	 74 		 0 		 86 		 380 		 222 		 32 		 0 		 0 		 0 		0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
46 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Brave Pants"					112 	 58 		 0 		 86 		 380 		 74 		 162 		 0 		 0 		 0 		0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
47 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Phantom  Pants"				115 	 66 		 0 		 86 		 380 		 212 		 57 		 0 		 0 		 0 		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
48 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Destroy Pants"				113 	 51 		 0 		 86 		 380 		 62 		 19 		 165 		 0 		 0 		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
49 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Seraphim Pants"				116 	 53 		 0 		 86 		 380 		 55 		 197 		 0 		 0 		 0 		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
50 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Divine Pants"					109 	 46 		 0 		 86 		 380 		 32 		 29 		 138 		 0 		 0 		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
51 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Royal Pants"					116 	 46 		 0 		 86 		 380 		 105 		 38 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
52 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Hades Pants"					114 	 44 		 0 		 86 		 380 		 60 		 15 		 181 		 0 		 0 		1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
53 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Succubus Pants"				145 	 50 		 0 		 90 		 400 		 56 		 19 		 157 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
54 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Lazy Wind Pants"				145 	 75 		 0 		 90 		 400 		 67 		 151 		 0 		 0 		 0 		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
55 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Dark Devil Pants"				145 	 53 		 0 		 90 		 400 		 45 		 13 		 171 		 0 		 0 		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
56 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Sticky Pants"					145 	 62 		 0 		 90 		 400 		 48 		 180 		 0 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
57 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Hell Night Pants"				145 	 75 		 0 		 90 		 400 		 194 		 52 		 0 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
58 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Ambition Pants"				145 	 55 		 0 		 90 		 400 		 112 		 22 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
59 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Sacred Fire Pants"				62 	 33 		 0 		 52 		 0 		 85 		 0 		 0 		 75 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
60 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Storm Jahad Pants"				78 	 41 		 0 		 68 		 0 		 100 		 0 		 0 		 90 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
61 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Piercing Groove Pants"			95 	 49 		 0 		 82 		 0 		 115 		 0 		 0 		 100 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
62 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Scale Pants"					25 	 18 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		0 	 1 	 0 	 1 	 1 	 0 	 1 	 0 	 0 	 0 	 0 
63 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Silk Pants"					18 	 13 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
64 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Sphinx Pants"					34 	 19 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
65 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Violent Wind Pants"				30 	 20 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
66 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Adamantine Pants"				70 	 31 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
67 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Dragon Pants"					55 	 28 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
68 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Guardian Pants"				54 	 30 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
69 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Legendary Pants"				53 	 25 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
70 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Red Wing Pants"				53 	 26 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
71 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Atlans Pants"					74 	 39 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
72 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Storm Jahad Pants"				78 	 33 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
73 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Phoenix Soul Pants"				134 	 68 		 0 		 88 		 380 		 97 		 0 		 0 		 85 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
74 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Stormwing Pants"				145 	 83 		 0 		 90 		 400 		 200 		 33 		 0 		 0 		 0 		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
75 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Light Lord Pants"				145 	 55 		 0 		 90 		 400 		 14 		 31 		 127 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
76 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Magic Knight Pants"				145 	 60 		 0 		 90 		 400 		 48 		 17 		 142 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
91 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Robust Pants"					24 	 16 		 0 		 30 		 0 		 100 		 69 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
92 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Gru Hill Pants"				54 	 20 		 0 		 46 		 0 		 180 		 140 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
93 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Princie Pants"				74 	 24 		 0 		 66 		 0 		 155 		 135 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
94 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Hirat Pants"					95 	 30 		 0 		 76 		 0 		 334 		 94 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
95 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Sate Pants"					95 	 28 		 0 		 76 		 0 		 94 		 334 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
96 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Robust Pants"					24 	 18 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
97 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Princie Pants"				74 	 26 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
98 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Knight Pants"			150 	 75 		 0 		 100 		 400 		 157 		 45 		 0 		 0 		 0 		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
99 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Wizard Pants"			150 	 49 		 0 		 100 		 400 		 44 		 14 		 0 		 0 		 0 		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
100 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Elf Pants"				150 	 58 		 0 		 100 		 400 		 36 		 80 		 0 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
101 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Summoner Pants"			150 	 47 		 0 		 100 		 400 		 36 		 12 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
102 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Magic Pants"			150 	 71 		 0 		 100 		 400 		 136 		 56 		 0 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
103 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Lord Pants"			150 	 49 		 0 		 100 		 400 		 61 		 16 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
104 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Fighter Pants"			150 	 56 		 0 		 100 		 400 		 76 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
105 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Lancer Pants"			150 	 38 		 0 		 100 		 400 		 63 		 63 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
106 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Knight Pants"				150 	 195 		 0 		 100 		 900 		 157 		 45 		 0 		 0 		 0 		0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
107 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Wizard Pants"				150 	 169 		 0 		 100 		 900 		 44 		 14 		 0 		 0 		 0 		4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
108 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Elf Pants"				150 	 180 		 0 		 100 		 900 		 36 		 80 		 0 		 0 		 0 		0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
109 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Summoner Pants"				150 	 169 		 0 		 100 		 900 		 36 		 12 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 
110 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Magic Pants"				150 	 181 		 0 		 100 		 900 		 136 		 56 		 0 		 0 		 0 		0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
111 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Lord Pants"				150 	 169 		 0 		 100 		 900 		 61 		 16 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 
112 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Fighter Pants"				150 	 176 		 0 		 100 		 900 		 76 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 
113 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Lancer Pants"				150 	 164 		 0 		 100 		 900 		 63 		 63 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 	 0 
114 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Elf Pants"				150 	 104 		 0 		 100 		 900 		 13 		 27 		 150 		 0 		 0 		0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
115 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Magic Pants"				150 	 177 		 0 		 100 		 900 		 33 		 30 		 153 		 0 		 0 		0 	 0 	 0 	 4 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
116 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Rune Padded Pants"				7 	 5 		 0 		 28 		 0 		 30 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
117 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Rune Sphinx Pants"				33 	 15 		 0 		 36 		 0 		 40 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
118 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Legendary Rune Pants"				52 	 23 		 0 		 42 		 0 		 40 		 5 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
119 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Kenaz Pants"					85 	 40 		 0 		 67 		 0 		 37 		 15 		 25 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
120 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Divine Rune Pants"				113 	 56 		 0 		 86 		 380 		 40 		 13 		 118 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
121 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Light Load Rune Pants"			144 	 68 		 0 		 90 		 400 		 39 		 12 		 119 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
122 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Rune Mage Pants"			150 	 71 		 0 		 100 		 400 		 38 		 13 		 123 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
123 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Rune Mage Pants"			150 	 83 		 0 		 100 		 600 		 38 		 13 		 123 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
124 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Rune Sphinx Pants"				34 	 19 		 0 		 255 		 1 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
125 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Legendary Rune Pants"				53 	 25 		 0 		 255 		 150 		 0 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
126 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Legendary Rune Pants (Bound)"			50 	 35 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 
127 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Rune Mage Pants"			150 	 127 		 0 		 100 		 800 		 38 		 13 		 123 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 
128 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Soul Rune Mage Pants"				150 	 174 		 0 		 100 		 900 		 38 		 13 		 123 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
129 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Blue Eye Rune Mage Pants"			150 	 219 		 0 		 100 		 1000 		 38 		 13 		 123 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 4 	 0 	 0 
130 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Dragon Pants (Bound)"				50 	 41 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 1 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
131 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Legendary Pants (Bound)"			50 	 35 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		1 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
132 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Guardian Pants (Bound)"			50 	 40 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
133 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Atlans Pants (Bound)"				50 	 49 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
134 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Adamantine Pants (Bound)"			50 	 41 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 
135 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Red Winged Pants (Bound)"			50 	 37 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 
136 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Storm Zahard Pants (Bound)"			50 	 48 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
137 	 4 	 0 	 2 	 2 		 1 		 1 		 0 		 "Princie Pants (Bound)"			50 	 39 		 0 		 100 		 0 		 50 		 50 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
138 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Knight Pants"			150 	 100 		 0 		 100 		 600 		 157 		 45 		 0 		 0 		 0 		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
139 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Wizard Pants"			150 	 74 		 0 		 100 		 600 		 44 		 14 		 0 		 0 		 0 		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
140 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Elf Pants"				150 	 83 		 0 		 100 		 600 		 36 		 80 		 0 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
141 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Summoner Pants"			150 	 72 		 0 		 100 		 600 		 36 		 12 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
142 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Magic Pants"			150 	 96 		 0 		 100 		 600 		 136 		 56 		 0 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
143 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Lord Pants"				150 	 74 		 0 		 100 		 600 		 61 		 16 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
144 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Fighter Pants"			150 	 81 		 0 		 100 		 600 		 76 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
145 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Lancer Pants"			150 	 63 		 0 		 100 		 600 		 63 		 63 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
146 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Tigris Pants"					111 	 53 		 0 		 86 		 380 		 68 		 20 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 
147 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Crimson Skull Pants"				143 	 62 		 0 		 90 		 400 		 73 		 21 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
148 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Grace Pants"					111 	 41 		 0 		 86 		 380 		 62 		 44 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 
149 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Constant Pants"				143 	 46 		 0 		 90 		 400 		 69 		 48 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
150 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Knight Pants"			150 	 150 		 0 		 100 		 800 		 157 		 45 		 0 		 0 		 0 		0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
151 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Wizard Pants"			150 	 124 		 0 		 100 		 800 		 44 		 14 		 0 		 0 		 0 		3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
152 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Elf Pants"				150 	 133 		 0 		 100 		 800 		 36 		 80 		 0 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
153 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Summoner Pants"			150 	 122 		 0 		 100 		 800 		 36 		 12 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 
154 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Magic Pants"			150 	 136 		 0 		 100 		 800 		 136 		 56 		 0 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
155 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Lord Pants"				150 	 124 		 0 		 100 		 800 		 61 		 16 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 
156 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Fighter Pants"			150 	 131 		 0 		 100 		 800 		 76 		 0 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 
157 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Lancer Pants"			150 	 120 		 0 		 100 		 800 		 63 		 63 		 0 		 0 		 0 		0 	 0 	 0 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 0 
158 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Elf Pants"				150 	 31 		 0 		 100 		 400 		 13 		 27 		 150 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
159 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Darkangel Elf Pants"				150 	 44 		 0 		 100 		 600 		 13 		 27 		 150 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
160 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Holyangel Elf Pants"				150 	 63 		 0 		 100 		 800 		 13 		 27 		 150 		 0 		 0 		0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
161 	 4 	 0 	 2 	 2 		 1 		 1 		 1 		 "Bloodangel Magic Pants"			150 	 57 		 0 		 100 		 400 		 33 		 30 		 153 		 0 		 0 		0 	 0 	 0 	 3 	 0 	 0 	 0 	 0 	 0 	 0 	 0 
